district,hour,pm10,pm25,o3,no2,co,so2
성북구,15,31.037790697674417,16.6189111747851,0.04667988505747126,0.012451142857142857,0.41286127167630055,0.003119142857142857
성북구,16,30.635327635327634,16.54957507082153,0.046990778097982716,0.012502571428571427,0.4058045977011494,0.003112285714285714
성북구,17,30.033519553072626,16.27146814404432,0.0457296918767507,0.013622346368715085,0.40747191011235956,0.003117597765363129
성북구,18,29.801120448179272,16.165289256198346,0.042647237569060775,0.01497382920110193,0.4241944444444445,0.003118508287292818
성북구,19,29.50700280112045,16.68421052631579,0.0377085635359116,0.017007988980716253,0.45827777777777773,0.0031339779005524863
성북구,20,29.6056338028169,17.515235457063714,0.03355068870523416,0.018413498622589532,0.48386111111111113,0.0031477900552486188
성북구,21,29.756983240223462,17.922437673130194,0.031035537190082646,0.01884022038567493,0.5040389972144846,0.0031466850828729283
성북구,22,29.174157303370787,17.906077348066297,0.029253719008264463,0.01896115702479339,0.5132869080779945,0.003125966850828729
성북구,23,29.146067415730336,17.606060606060606,0.02772809917355372,0.019072727272727272,0.5162395543175488,0.003141160220994475
송파구,0,30.9366391184573,17.49862258953168,0.024609065934065935,0.022417032967032968,0.40269230769230774,0.002484958217270195
송파구,1,30.856749311294767,17.682451253481894,0.023939560439560442,0.02140054945054945,0.3962362637362637,0.002455
송파구,2,29.834710743801654,16.94490358126722,0.02363214285714286,0.020237637362637364,0.39170329670329673,0.0024447222222222223
송파구,3,30.005540166204987,17.54189944134078,0.022980494505494508,0.019454945054945053,0.38255494505494503,0.0024405555555555556
송파구,4,28.988980716253444,16.768595041322314,0.022425824175824175,0.018785714285714288,0.37184065934065935,0.0023966759002770083
송파구,5,29.26038781163435,17.506963788300837,0.02110467032967033,0.019039835164835164,0.3685989010989011,0.0023634349030470913
송파구,6,28.345303867403317,16.46005509641873,0.019280494505494503,0.02040796703296703,0.3720879120879121,0.0023637119113573404
송파구,7,29.439226519337016,17.358543417366946,0.016796703296703297,0.023400549450549448,0.3870879120879121,0.0024140883977900552
송파구,8,29.638121546961326,17.215469613259668,0.01680247252747253,0.024904395604395606,0.4045604395604395,0.002476454293628809
송파구,9,32.0672268907563,18.37037037037037,0.020258516483516485,0.023688186813186813,0.4108241758241758,0.002574515235457064
송파구,10,33.169444444444444,18.62116991643454,0.025398626373626377,0.02153543956043956,0.4053021978021978,0.0026603351955307264
